Status,Characteristic,Shape,"Part number (#:Packing code)","L size","W size","T size","Temperature   characteristics","Rated   voltage",Capacitance,"Tolerance   of   capacitance",Notes
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H3R0BB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,3.0pF,±0.1pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H3R0CB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,3.0pF,±0.25pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H3R0WB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,3.0pF,±0.05pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H3R1BB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,3.1pF,±0.1pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H3R1CB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,3.1pF,±0.25pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H3R1WB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,3.1pF,±0.05pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H3R2BB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,3.2pF,±0.1pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H3R2CB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,3.2pF,±0.25pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H3R2WB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,3.2pF,±0.05pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H3R3BB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,3.3pF,±0.1pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H3R3CB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,3.3pF,±0.25pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H3R3WB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,3.3pF,±0.05pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H3R4BB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,3.4pF,±0.1pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H3R4CB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,3.4pF,±0.25pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H3R4WB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,3.4pF,±0.05pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H3R5BB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,3.5pF,±0.1pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H3R5CB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,3.5pF,±0.25pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H3R5WB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,3.5pF,±0.05pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H3R6BB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,3.6pF,±0.1pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H3R6CB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,3.6pF,±0.25pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H3R6WB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,3.6pF,±0.05pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H3R7BB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,3.7pF,±0.1pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H3R7CB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,3.7pF,±0.25pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H3R7WB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,3.7pF,±0.05pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H3R8BB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,3.8pF,±0.1pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H3R8CB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,3.8pF,±0.25pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H3R8WB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,3.8pF,±0.05pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H3R9BB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,3.9pF,±0.1pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H3R9CB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,3.9pF,±0.25pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H3R9WB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,3.9pF,±0.05pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H430FB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,43pF,±1%,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H430GB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,43pF,±2%,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H430JB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,43pF,±5%,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H470FB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,47pF,±1%,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H470GB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,47pF,±2%,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H470JB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,47pF,±5%,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H4R0BB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,4.0pF,±0.1pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H4R0CB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,4.0pF,±0.25pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H4R0WB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,4.0pF,±0.05pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H4R1BB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,4.1pF,±0.1pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H4R1CB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,4.1pF,±0.25pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H4R1WB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,4.1pF,±0.05pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H4R2BB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,4.2pF,±0.1pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H4R2CB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,4.2pF,±0.25pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H4R2WB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,4.2pF,±0.05pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H4R3BB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,4.3pF,±0.1pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H4R3CB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,4.3pF,±0.25pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H4R3WB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,4.3pF,±0.05pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H4R4BB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,4.4pF,±0.1pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H4R4CB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,4.4pF,±0.25pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H4R4WB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,4.4pF,±0.05pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H4R5BB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,4.5pF,±0.1pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H4R5CB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,4.5pF,±0.25pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H4R5WB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,4.5pF,±0.05pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H4R6BB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,4.6pF,±0.1pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H4R6CB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,4.6pF,±0.25pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H4R6WB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,4.6pF,±0.05pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H4R7BB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,4.7pF,±0.1pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H4R7CB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,4.7pF,±0.25pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H4R7WB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,4.7pF,±0.05pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H4R8BB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,4.8pF,±0.1pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H4R8CB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,4.8pF,±0.25pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H4R8WB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,4.8pF,±0.05pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H4R9BB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,4.9pF,±0.1pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H4R9CB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,4.9pF,±0.25pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H4R9WB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,4.9pF,±0.05pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H5R0BB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,5.0pF,±0.1pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H5R0CB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,5.0pF,±0.25pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H5R0WB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,5.0pF,±0.05pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H5R1BB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,5.1pF,±0.1pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H5R1CB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,5.1pF,±0.25pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H5R1DB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,5.1pF,±0.5pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H5R1WB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,5.1pF,±0.05pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H5R2BB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,5.2pF,±0.1pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H5R2CB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,5.2pF,±0.25pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H5R2DB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,5.2pF,±0.5pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H5R2WB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,5.2pF,±0.05pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H5R3BB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,5.3pF,±0.1pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H5R3CB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,5.3pF,±0.25pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H5R3DB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,5.3pF,±0.5pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H5R3WB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,5.3pF,±0.05pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H5R4BB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,5.4pF,±0.1pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H5R4CB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,5.4pF,±0.25pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H5R4DB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,5.4pF,±0.5pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H5R4WB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,5.4pF,±0.05pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H5R5BB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,5.5pF,±0.1pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H5R5CB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,5.5pF,±0.25pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H5R5DB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,5.5pF,±0.5pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H5R5WB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,5.5pF,±0.05pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H5R6BB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,5.6pF,±0.1pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H5R6CB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,5.6pF,±0.25pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H5R6DB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,5.6pF,±0.5pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H5R6WB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,5.6pF,±0.05pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H5R7BB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,5.7pF,±0.1pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H5R7CB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,5.7pF,±0.25pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	Low dissipation/High Q	AEC-Q200	Reflow soldering",SMD,GCQ1555C1H5R7DB01#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,5.7pF,±0.5pF,
