Status,Characteristic,Shape,"Part number (#:Packing code)","L size","W size","T size","Temperature   characteristics","Rated   voltage",Capacitance,"Tolerance   of   capacitance",Notes
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering",SMD,GCM0335C1H470GA16#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,47pF,±2%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering",SMD,GCM0335C1H4R3CA16#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,4.3pF,±0.25pF,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering",SMD,GCM0335C1H4R7CA16#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,4.7pF,±0.25pF,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering",SMD,GCM0335C1H510FA16#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,51pF,±1%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering",SMD,GCM0335C1H510GA16#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,51pF,±2%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering",SMD,GCM0335C1H510JA16#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,51pF,±5%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering",SMD,GCM0335C1H560FA16#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,56pF,±1%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering",SMD,GCM0335C1H560GA16#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,56pF,±2%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering",SMD,GCM0335C1H5R1DA16#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,5.1pF,±0.5pF,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering",SMD,GCM0335C1H5R6DA16#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,5.6pF,±0.5pF,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering",SMD,GCM0335C1H620FA16#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,62pF,±1%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering",SMD,GCM0335C1H620GA16#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,62pF,±2%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering",SMD,GCM0335C1H620JA16#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,62pF,±5%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering",SMD,GCM0335C1H680FA16#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,68pF,±1%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering",SMD,GCM0335C1H680GA16#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,68pF,±2%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering",SMD,GCM0335C1H6R2DA16#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,6.2pF,±0.5pF,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering",SMD,GCM0335C1H6R8DA16#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,6.8pF,±0.5pF,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering",SMD,GCM0335C1H750FA16#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,75pF,±1%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering",SMD,GCM0335C1H750GA16#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,75pF,±2%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering",SMD,GCM0335C1H750JA16#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,75pF,±5%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering",SMD,GCM0335C1H7R5DA16#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,7.5pF,±0.5pF,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering",SMD,GCM0335C1H820FA16#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,82pF,±1%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering",SMD,GCM0335C1H820GA16#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,82pF,±2%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering",SMD,GCM0335C1H8R2DA16#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,8.2pF,±0.5pF,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering",SMD,GCM0335C1H910FA16#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,91pF,±1%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering",SMD,GCM0335C1H910GA16#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,91pF,±2%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering",SMD,GCM0335C1H910JA16#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,91pF,±5%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering",SMD,GCM0335C1H9R1DA16#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,9.1pF,±0.5pF,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering",SMD,GCM0335C1HR10WA16#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,0.10pF,±0.05pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	AEC-Q200	Reflow soldering",SMD,GCM0335C1HR11BA16#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,0.11pF,±0.1pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	AEC-Q200	Reflow soldering",SMD,GCM0335C1HR11WA16#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,0.11pF,±0.05pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	AEC-Q200	Reflow soldering",SMD,GCM0335C1HR12BA16#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,0.12pF,±0.1pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	AEC-Q200	Reflow soldering",SMD,GCM0335C1HR12WA16#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,0.12pF,±0.05pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	AEC-Q200	Reflow soldering",SMD,GCM0335C1HR13BA16#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,0.13pF,±0.1pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	AEC-Q200	Reflow soldering",SMD,GCM0335C1HR13WA16#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,0.13pF,±0.05pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	AEC-Q200	Reflow soldering",SMD,GCM0335C1HR15BA16#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,0.15pF,±0.1pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	AEC-Q200	Reflow soldering",SMD,GCM0335C1HR15WA16#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,0.15pF,±0.05pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	AEC-Q200	Reflow soldering",SMD,GCM0335C1HR16BA16#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,0.16pF,±0.1pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	AEC-Q200	Reflow soldering",SMD,GCM0335C1HR16WA16#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,0.16pF,±0.05pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	AEC-Q200	Reflow soldering",SMD,GCM0335C1HR18BA16#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,0.18pF,±0.1pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	AEC-Q200	Reflow soldering",SMD,GCM0335C1HR18WA16#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,0.18pF,±0.05pF,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering",SMD,GCM0335C1HR20BA16#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,0.20pF,±0.1pF,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering",SMD,GCM0335C1HR20WA16#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,0.20pF,±0.05pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	AEC-Q200	Reflow soldering",SMD,GCM0335C1HR22BA16#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,0.22pF,±0.1pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	AEC-Q200	Reflow soldering",SMD,GCM0335C1HR22WA16#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,0.22pF,±0.05pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	AEC-Q200	Reflow soldering",SMD,GCM0335C1HR24BA16#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,0.24pF,±0.1pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	AEC-Q200	Reflow soldering",SMD,GCM0335C1HR24WA16#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,0.24pF,±0.05pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	AEC-Q200	Reflow soldering",SMD,GCM0335C1HR27BA16#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,0.27pF,±0.1pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	AEC-Q200	Reflow soldering",SMD,GCM0335C1HR27WA16#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,0.27pF,±0.05pF,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering",SMD,GCM0335C1HR30BA16#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,0.30pF,±0.1pF,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering",SMD,GCM0335C1HR30WA16#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,0.30pF,±0.05pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	AEC-Q200	Reflow soldering",SMD,GCM0335C1HR33BA16#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,0.33pF,±0.1pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	AEC-Q200	Reflow soldering",SMD,GCM0335C1HR33WA16#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,0.33pF,±0.05pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	AEC-Q200	Reflow soldering",SMD,GCM0335C1HR36BA16#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,0.36pF,±0.1pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	AEC-Q200	Reflow soldering",SMD,GCM0335C1HR36WA16#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,0.36pF,±0.05pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	AEC-Q200	Reflow soldering",SMD,GCM0335C1HR39BA16#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,0.39pF,±0.1pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	AEC-Q200	Reflow soldering",SMD,GCM0335C1HR39WA16#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,0.39pF,±0.05pF,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering",SMD,GCM0335C1HR40BA16#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,0.40pF,±0.1pF,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering",SMD,GCM0335C1HR40WA16#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,0.40pF,±0.05pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	AEC-Q200	Reflow soldering",SMD,GCM0335C1HR43BA16#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,0.43pF,±0.1pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	AEC-Q200	Reflow soldering",SMD,GCM0335C1HR43WA16#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,0.43pF,±0.05pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	AEC-Q200	Reflow soldering",SMD,GCM0335C1HR47BA16#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,0.47pF,±0.1pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	AEC-Q200	Reflow soldering",SMD,GCM0335C1HR47WA16#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,0.47pF,±0.05pF,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering",SMD,GCM0335C1HR50BA16#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,0.50pF,±0.1pF,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering",SMD,GCM0335C1HR50WA16#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,0.50pF,±0.05pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	AEC-Q200	Reflow soldering",SMD,GCM0335C1HR51BA16#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,0.51pF,±0.1pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	AEC-Q200	Reflow soldering",SMD,GCM0335C1HR51WA16#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,0.51pF,±0.05pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	AEC-Q200	Reflow soldering",SMD,GCM0335C1HR56BA16#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,0.56pF,±0.1pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	AEC-Q200	Reflow soldering",SMD,GCM0335C1HR56WA16#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,0.56pF,±0.05pF,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering",SMD,GCM0335C1HR60BA16#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,0.60pF,±0.1pF,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering",SMD,GCM0335C1HR60WA16#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,0.60pF,±0.05pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	AEC-Q200	Reflow soldering",SMD,GCM0335C1HR62BA16#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,0.62pF,±0.1pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	AEC-Q200	Reflow soldering",SMD,GCM0335C1HR62WA16#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,0.62pF,±0.05pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	AEC-Q200	Reflow soldering",SMD,GCM0335C1HR68BA16#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,0.68pF,±0.1pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	AEC-Q200	Reflow soldering",SMD,GCM0335C1HR68WA16#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,0.68pF,±0.05pF,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering",SMD,GCM0335C1HR70BA16#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,0.70pF,±0.1pF,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering",SMD,GCM0335C1HR70WA16#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,0.70pF,±0.05pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	AEC-Q200	Reflow soldering",SMD,GCM0335C1HR75BA16#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,0.75pF,±0.1pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	AEC-Q200	Reflow soldering",SMD,GCM0335C1HR75WA16#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,0.75pF,±0.05pF,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering",SMD,GCM0335C1HR80BA16#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,0.80pF,±0.1pF,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering",SMD,GCM0335C1HR80WA16#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,0.80pF,±0.05pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	AEC-Q200	Reflow soldering",SMD,GCM0335C1HR82BA16#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,0.82pF,±0.1pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	AEC-Q200	Reflow soldering",SMD,GCM0335C1HR82WA16#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,0.82pF,±0.05pF,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering",SMD,GCM0335C1HR90BA16#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,0.90pF,±0.1pF,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering",SMD,GCM0335C1HR90WA16#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,0.90pF,±0.05pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	AEC-Q200	Reflow soldering",SMD,GCM0335C1HR91BA16#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,0.91pF,±0.1pF,
"In Production","Up to 125°C	Powerｔrain/Safety for Automotive	AEC-Q200	Reflow soldering",SMD,GCM0335C1HR91WA16#,"0.6 ±0.03mm","0.3 ±0.03mm","0.3 ±0.03mm","C0G (EIA)",50Vdc,0.91pF,±0.05pF,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering",SMD,GCM1555C1H100FA16#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,10pF,±1%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering",SMD,GCM1555C1H100GA16#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,10pF,±2%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering",SMD,GCM1555C1H100RA16#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,10pF,±2.5%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering",SMD,GCM1555C1H101FA16#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,100pF,±1%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering",SMD,GCM1555C1H101GA16#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,100pF,±2%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering",SMD,GCM1555C1H102FA16#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,1000pF,±1%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering",SMD,GCM1555C1H102GA16#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,1000pF,±2%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering",SMD,GCM1555C1H110FA16#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,11pF,±1%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering",SMD,GCM1555C1H110GA16#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,11pF,±2%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering",SMD,GCM1555C1H110JA16#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,11pF,±5%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering",SMD,GCM1555C1H111FA16#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,110pF,±1%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering",SMD,GCM1555C1H111GA16#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,110pF,±2%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering",SMD,GCM1555C1H111JA16#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,110pF,±5%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering",SMD,GCM1555C1H120FA16#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,12pF,±1%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering",SMD,GCM1555C1H120GA16#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,12pF,±2%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering",SMD,GCM1555C1H121FA16#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,120pF,±1%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering",SMD,GCM1555C1H121GA16#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,120pF,±2%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering",SMD,GCM1555C1H130FA16#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,13pF,±1%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering",SMD,GCM1555C1H130GA16#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,13pF,±2%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering",SMD,GCM1555C1H130JA16#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,13pF,±5%,
"In Production","Powerｔrain/Safety for Automotive	Up to 125°C	AEC-Q200	Reflow soldering",SMD,GCM1555C1H131FA16#,"1.0 ±0.05mm","0.5 ±0.05mm","0.5 ±0.05mm","C0G (EIA)",50Vdc,130pF,±1%,
